Genes	CTRL_1	CTRL_2	IFNG_1	IFNG_2	POMALYST_1	POMALYST_2	POMIFNG_1	POMIFNG_2
PRPF3	38.5428	43.9089	40.1238	37.953	34.9221	36.0207	34.642	37.9505
PRPF31	75.8115	99.0193	84.6319	84.2914	74.8681	92.4153	82.4487	95.6901
PRPF38A	41.1827	40.4749	37.8899	34.9313	35.4575	36.68	35.7566	37.8253
PRPF38B	25.8166	19.7403	20.5083	19.643	19.141	16.7726	19.1287	17.26
PRPF39	9.72417	6.27074	7.01604	5.24079	10.5724	5.21338	8.46187	6.82533
PRPF4	32.2947	29.5489	29.4462	27.6196	25.4466	29.8901	26.5727	27.6994
PRPF40A	19.0347	18.4967	17.4845	16.2585	16.3938	15.39	15.3277	14.6284
PRPF40B	4.00155	4.92652	4.2904	4.45356	5.69193	5.67224	5.09952	4.43526
PRPF4B	26.3228	17.7369	17.7711	16.7431	20.862	16.0479	17.045	12.8976
PRPF6	97.6656	121.208	114.526	107.259	99.7106	112.868	115.905	120.201
PRPF8	63.0732	50.6434	53.2327	44.0022	57.9553	57.5399	53.9865	42.9448
PRPH	0.0498985	0	0.476366	0.876034	0.2194	0.167181	0.250496	0.149269
PRPH2	0	0	0	0	0	0	0	0
PRPS1	46.0697	45.8105	41.7076	40.75	36.0989	43.2458	39.7624	43.2955
PRPS1L1	0	0	0	0	0	0.044609	0	0
PRPS2	28.6814	27.3763	25.132	20.4526	22.3537	22.4926	20.5691	22.8704
PRPSAP1	17.6276	17.8379	17.4824	18.6039	17.3317	19.015	19.5602	22.2621
PRPSAP2	8.43927	8.22557	7.62097	7.8945	8.62549	7.51992	7.55562	9.52138
PRR11	38.2271	35.0247	36.6508	35.1329	27.1229	29.5694	25.7805	21.1901
PRR12	20.6093	20.2278	19.558	18.7491	21.0807	20.7563	18.7657	13.1404
PRR13	124.977	169.892	139.151	147.967	104.567	141.321	125.026	161.028
PRR14	19.9806	26.6399	24.7004	25.5592	26.0857	26.4893	29.3811	28.4719
PRR14L	8.52907	5.21406	5.59986	5.61145	8.35355	6.77184	6.77044	4.67102
PRR15	0	0.0264233	0.0585851	0.0312787	0.0303554	0.0528697	0.0924206	0.0660872
PRR15L	0	0	0	0	0	0	0	0
PRR16	0.678249	0.973468	0.96849	0.679589	0.917604	0.898978	1.30957	1.31101
PRR18	0.129399	0.263106	0.120102	0.109925	0.160019	0.139352	0.1624	0.154836
PRR19	1.7529	2.32461	1.46793	2.12478	1.14934	1.41304	1.26936	1.28793
PRR20A	0	0	0	0	0	0	0	0
PRR20B	0	0	0	0	0	0	0	0
PRR20C	0	0	0	0	0	0	0	0
PRR20E	0	0	0	0	0	0	0	0
PRR21	0	0	0	0	0	0	0	0
PRR22	9.0463	10.9926	8.57421	10.3633	5.10432	11.9194	5.5256	6.09141
PRR23A	0	0	0	0	0	0	0	0
PRR23B	0	0	0	0	0	0	0	0
PRR23C	0	0	0	0	0	0	0	0
PRR24	9.8853	17.82	22.2793	22.7123	13.0084	16.221	16.9957	14.5864
PRR25	0.040809	0.0390478	0	0	0.0448585	0	0	0
PRR26	0.107413	0	0.113937	0.0869019	0.0168673	0.0146888	0	0.0183611
PRR3	9.75619	13.222	11.0112	11.5774	8.28473	11.471	8.991	10.6518
PRR4	1.02584	2.32944	2.81665	3.95911	0.589898	1.59333	2.58195	2.89617
PRR5	25.4227	40.2719	29.6713	35.6528	20.1962	37.9256	23.8311	28.2827
PRR5-ARHGAP8	2.11292e-05	0.000632905	2.01895e-05	6.75487e-13	2.69152e-05	9.73188e-07	1.05518e-34	2.40776e-19
PRR5L	0.505766	0.647108	0.527895	0.500437	0.390318	0.488689	0.391041	0.658648
PRR7	21.2116	40.4496	26.0907	38.6186	23.0426	47.1194	27.6494	34.1969
PRR7-AS1	1.23115	1.55065	1.48767	1.32506	0.994489	1.17466	0.774451	0.855848
PRR9	0.519923	0.420949	0.0424236	0.1812	0.175851	0.535988	0.40155	0.526417
PRRC1	17.7287	17.0323	15.5683	12.4552	20.6622	14.1096	16.4932	14.7262
PRRC2A	137.949	142.285	128.743	125.328	154.093	163.561	150.51	112.745
PRRC2B	32.0388	26.3034	26.0527	23.8103	30.8763	29.4446	27.9689	18.9715
PRRC2C	60.9369	37.8826	43.54	41.2832	48.7139	42.3959	40.7837	27.9959
PRRG1	5.11138	4.07597	10.3046	7.16923	5.6195	3.92776	4.37724	3.66254
PRRG2	0.58424	0.295955	0.510366	0.155706	0.755547	1.01985	0.53675	0.575721
PRRG3	0	0	0	0	0	0	0	0
PRRG4	0.482765	0.375318	0.68012	0.717691	0.489212	0.447691	0.395508	0.47838
PRRT1	4.56138	3.65242	4.30368	3.80691	5.38346	3.81488	5.19572	3.64828
PRRT2	0.718878	0.499767	7.0464	8.69513	1.18743	0.674573	0.923996	0.45829
PRRT3	0.408116	0.390503	0.408857	0.4751	0.697844	0.444934	0.733517	0.82747
PRRT3-AS1	10.0504	15.1685	14.2878	13.7309	9.1115	10.216	8.66909	10.6623
PRRT4	3.87713	4.95919	3.30011	4.10783	2.72037	4.41966	2.28359	2.666
PRRX1	0.708712	0.582521	0.2985	0.168417	0.412432	0.369143	0.430222	0.411545
PRRX2	0.666649	1.06313	1.49286	1.38433	0.732801	1.24086	1.36345	0.930647
PRSS1	0	0	0	0	0	0	0	0
PRSS12	1.24447	1.47301	2.14143	2.06736	1.73274	1.57072	1.72767	1.70971
PRSS16	0.379689	0.290642	0.467194	0.636491	0.984985	0.567001	1.30461	1.19943
PRSS2	0	0	0	0	0	0	0	0
PRSS21	0	0	0	0	0	0	0	0
PRSS22	0	0	0	0	0	0	0	0
PRSS23	6.03694	5.98002	20.3515	19.2703	4.46914	5.23213	5.37277	6.47316
PRSS27	0.194678	0.310461	0.51626	0.588015	0.713321	0.496955	0.832522	0.737668
PRSS3	0	0	0	0	0	0	0	0
PRSS30P	0	0	0	0	0	0	0	0
PRSS33	3.33228	4.52136	2.78141	3.71249	2.01162	3.00684	2.13296	2.54928
PRSS35	0.0880914	0.0337137	0.0186893	0.0399088	0.135568	0.151791	0.196551	0.0632432
PRSS36	0.104382	0.162351	0.114521	0.121617	0.0843043	0.133228	0.0388145	0.0553434
PRSS37	0	0	0	0	0	0	0	0
PRSS38	0	0	0	0	0	0	0	0
PRSS3P2	0	0	0	0	0	0	0	0
PRSS41	0	0	0.0582388	0	0	0	0.0612495	0
PRSS42	0	0	0	0.0693124	0	0	0	0
PRSS45	0	0	0	0	0.0612756	0	0	0
PRSS46	0	0	0	0	0.0581982	0	0	0
PRSS48	0	0	0	0	0	0	0	0
PRSS50	0	0.0684699	0.0759049	0.0810515	0.157318	0.0342499	0.0798289	0
PRSS53	1.33484	1.04307	0.707963	0.957555	1.85858	1.59724	1.68767	1.09145
PRSS54	0	0	0	0	0	0	0	0
PRSS55	0	0	0	0	0	0	0	0
PRSS56	0.0207601	0.0993206	0.110106	0.0705427	0.0456402	0.0397456	0	0.0496821
PRSS57	0	0	0.0514671	0	0	0.0464461	0.108255	0
PRSS58	0	0	0	0	0	0	0	0
PRSS8	0.046781	0	0	0	0.0257115	0	0.026094	0.0839656
PRTFDC1	0	0	0	0	0	0	0	0
PRTG	3.61891	2.2356	1.64259	1.6342	3.92553	2.33779	2.82337	1.5754
PRTN3	0	0	0	0	0	0.049568	0	0.18588
PRUNE	11.6114	10.8594	12.4095	12.0793	13.3402	11.5894	15.2452	13.4931
PRUNE2	12.0589	6.93242	12.0728	10.4093	12.5465	8.74766	9.90874	6.48163
PRX	1.17739	1.32664	1.56353	1.44015	1.73673	1.75509	1.81278	1.60081
PRY	0	0	0	0	0	0	0	0
PSAP	395.139	446.146	470.265	502.954	402.188	476.734	462.44	509.211
PSAPL1	0	0	0	0	0	0	0	0
PSAT1	74.6072	67.215	59.2366	58.5861	42.2852	49.6304	40.4971	45.6393
PSCA	0.302093	0.192703	0.134383	0.228112	0.664143	0.57645	0.280841	0.421725
PSD	0.80408	0.645841	1.07702	0.978836	1.02259	1.3466	1.02508	1.0163
PSD2	0.0935387	0.143203	0.0793766	0.158922	0.0616924	0.161174	0.10435	0.0335779
PSD3	2.51778	1.40248	1.38248	1.29721	2.87441	1.86557	2.31018	1.58882
PSD4	0.174835	0.16729	0.238443	0.19803	0.311156	0.358635	0.408662	0.408446
PSEN1	5.7825	6.42819	6.83653	6.54694	7.3009	6.69681	7.40588	7.21692
PSEN2	37.2226	41.3767	33.4253	35.1239	33.4265	41.0957	33.8587	36.6365
PSENEN	67.28	73.5731	118.265	124.107	76.5725	92.4447	94.8672	125.304
PSG1	0	0	0	0	0	0	0	0
PSG10P	0	0	0	0	0	0	0	0
PSG11	0	0	0	0	0	0	0	0
PSG2	0	0	0	0	0	0	0	0
PSG3	0	0	0	0	0	0	0	0
PSG4	0	0	0	0	0	0	0	0
PSG5	0	0	0	0	0	0	0	0
PSG6	0	0	0	0	0	0	0	0
PSG7	0	0	0	0	0	0	0	0
PSG8	0	0	0	0	0	0	0	0
PSG9	0	0	0	0	0	0	0	0
PSIMCT-1	18.7893	23.7189	16.6438	18.071	15.7259	15.3357	15.2243	13.0164
PSIP1	22.768	27.2603	22.8108	23.1509	18.696	24.2537	23.619	24.3314
PSKH1	7.42423	9.90765	11.2316	12.4255	11.0301	12.2574	12.5815	11.1672
PSKH2	0	0.0411877	0	0	0	0	0	0
PSMA1	107.965	95.0758	110.971	110.092	108.809	95.7482	97.7133	127.604
PSMA2	47.2303	42.2164	69.8573	71.1815	42.0891	51.9718	42.4261	63.4919
PSMA3	93.7766	83.6777	133.943	123.98	73.7689	68.2285	78.8676	112.709
PSMA4	223.592	231.003	311.271	315.445	202.383	223.223	202.229	283.785
PSMA5	18.5696	16.2415	23.6405	24.0248	13.8647	17.3088	14.3193	23.6296
PSMA6	122.407	125.539	174.768	189.194	96.0545	115.386	98.1034	165.943
PSMA7	485.314	430.738	487.228	459.981	356.323	449.37	397.447	572.377
PSMA8	0	0	0	0	0	0	0	0
PSMB1	194.828	197.369	239.381	237.519	180.511	206.297	206.978	276.708
PSMB10	10.2383	13.3901	74.002	89.0427	9.27483	12.4109	15.0375	16.0677
PSMB11	0	0	0	0	0	0	0	0
PSMB2	66.0748	75.6836	81.3094	74.6884	58.928	65.9575	64.0188	71.3558
PSMB3	173.662	178.759	262.963	260.028	139.471	195.367	161.403	282.984
PSMB4	631.299	713.777	879.544	910.561	489.308	697.873	592.674	771.958
PSMB5	90.0306	95.16	110.771	100.149	74.8875	93.1087	82.9152	105.634
PSMB6	121.055	147.154	166.451	164.968	129.221	146.788	150.532	198.51
PSMB7	168.247	189.796	207.007	205.143	135.017	176.441	162.444	201.503
PSMB8	16.9304	18.6879	205.738	201.344	13.6372	19.5716	28.5751	37.2677
PSMB9	1.75735	3.08277	163.989	183.181	4.99032	5.18693	21.8919	25.1169
PSMC1	57.5548	56.9612	59.8312	55.3384	46.6068	53.9942	55.1286	63.4355
PSMC2	96.8239	102.626	89.9172	94.8518	94.0086	100.133	91.6835	105.155
PSMC3	124.238	158.578	145.608	155.883	109.188	143.253	125.746	158.406
PSMC3IP	9.25928	7.78064	7.88677	6.95415	8.96634	9.23811	8.83031	10.5315
PSMC4	134.268	144.702	168.289	145.865	128.739	141.83	149.997	174.858
PSMC5	157.863	198.352	192.206	187.478	166.269	181.847	190.217	209.818
PSMC6	51.1583	48.1646	46.9226	50.4031	46.4002	47.5117	47.9412	59.0738
PSMD1	80.6556	78.9697	80.2627	77.9404	75.6832	77.9909	78.7422	77.9446
PSMD10	25.9084	20.0948	25.3921	25.2	25.2092	18.5655	24.6043	33.1994
PSMD11	43.5508	44.1689	43.6959	42.7312	42.1637	42.3282	44.3943	42.4788
PSMD12	50.8387	52.1124	43.017	42.3203	47.4674	46.3206	45.1839	47.0903
PSMD13	113.809	118.55	121.002	121.786	93.9849	106.937	97.0465	135.168
PSMD14	96.0047	88.2848	90.1695	83.6425	82.5332	82.7115	83.7909	103.743
PSMD2	179.184	186.785	203.236	194.182	205.086	216.623	226.678	219.495
PSMD3	102.518	127.277	128.109	129.409	106.848	122.167	119.156	125.19
PSMD4	188.893	224.26	230.939	238.375	206.52	226.964	242.959	278.71
PSMD5	5.66809	5.31512	5.50171	5.34449	4.87523	5.01504	4.85165	5.86465
PSMD6	83.1091	87.5238	76.1784	79.8187	74.3628	80.9122	77.8999	99.2987
PSMD6-AS2	0.534898	0.165101	0.292847	0.429966	0.56901	0.330347	0.269488	0.3097
PSMD7	64.1446	68.5501	64.7126	64.3825	55.1258	61.031	60.6544	69.0122
PSMD8	224.389	283.468	265.686	262.53	212.177	255.408	229.745	332.125
PSMD9	17.2664	20.5308	21.9535	20.9367	19.0275	20.2749	20.3505	26.9756
PSME1	33.8884	38.695	142.409	134.938	36.0367	39.6708	53.6294	72.9628
PSME2	25.0359	28.6063	133.772	127.91	23.0555	29.2562	41.2259	50.1946
PSME3	73.1691	87.6458	68.3013	71.0535	56.5606	74.1943	59.4592	61.3181
PSME4	14.0728	9.72255	10.7165	9.78571	13.6429	12.2101	12.298	11.0703
PSMF1	66.7031	83.0911	79.3451	74.6234	73.3856	79.9758	77.7764	89.2706
PSMG1	66.9979	81.2189	58.082	67.2288	42.5783	58.9988	48.2648	64.691
PSMG2	37.842	40.7276	40.9464	46.7589	30.7435	40.4587	32.5466	47.4728
PSMG3	65.1117	67.7558	69.5541	67.8546	51.1828	54.0897	54.7456	72.4481
PSMG3-AS1	1.40713	1.13911	2.12101	1.99327	2.48552	2.11784	2.45213	2.06222
PSMG4	43.1475	41.658	65.8799	56.7855	42.4807	52.0018	56.4026	67.8134
PSORS1C1	0	0	0.124863	0.0666646	0.258787	0.112682	0.131318	0.211279
PSORS1C2	0	0	0	0.0490724	0	0	0	0
PSORS1C3	0	0	0	0	0	0	0	0
PSPC1	25.3223	26.4465	26.5797	28.157	16.1669	22.3021	16.7671	17.7127
PSPH	12.9037	14.658	11.7321	10.4637	11.2961	12.413	12.1968	14.5275
PSPN	0.328858	0.629331	1.0465	0.186243	0.903728	0.787008	0.733736	1.18051
PSRC1	32.91	38.9335	57.8843	66.8432	27.5771	32.3885	29.6548	31.833
PSTK	1.40879	1.06284	1.23573	1.04334	1.13166	1.34858	1.48095	1.8154
PSTPIP1	0.196896	0.0941993	0.156642	0.0278772	0.0811629	0.0471203	0.0549134	0.0883506
PSTPIP2	3.39481	3.02901	5.95613	5.01335	2.83419	2.78352	2.74851	3.49654
PTAFR	0.22234	0.207366	0.27873	0.175335	0.181503	0.17782	0.218742	0.172879
PTAR1	6.55308	3.76919	3.87136	3.42717	5.69724	2.84569	3.78945	2.34214
PTBP1	187.876	201.219	192.071	176.015	149.902	191.332	156.552	140.784
PTBP2	9.76085	9.58662	8.17609	8.50766	8.60787	8.00215	7.09021	8.45817
PTBP3	9.37651	7.86641	6.84935	5.53175	9.26838	6.58669	7.48229	6.74096
PTCD1	9.17682	11.2282	9.86291	10.5747	9.42816	11.5528	10.2712	10.4357
PTCD2	5.04043	4.00546	3.76075	3.99155	4.48413	4.0481	3.88369	4.14011
PTCD3	15.4655	14.1796	14.5895	15.237	11.8636	12.011	10.9411	11.9639
PTCH1	2.86794	2.20126	2.09097	1.76187	2.51123	2.14033	2.03631	1.58975
PTCH2	0.305051	0.116856	0.27468	0.166361	0.409929	0.16223	0.365517	0.206956
PTCHD1	0	0	0.00839172	0	0	0	0	0
PTCHD2	0.0481999	0.0307465	0.0426065	0.0363963	0.0618133	0.0307599	0.0448091	0.0288375
PTCHD3	0	0	0	0	0	0	0	0
PTCHD3P1	7.38437	6.46799	6.72071	6.14036	8.80378	7.77352	9.08406	7.60802
PTCHD4	0	0	0	0	0	0	0	0
PTCRA	3.30307	3.08869	2.78704	2.72093	1.48534	2.20378	0.921209	1.3474
PTCSC3	0	0	0	0	0	0	0	0
PTDSS1	100.648	101.103	87.1641	78.1264	78.9149	95.555	77.5565	87.0406
PTDSS2	55.8899	78.3501	75.093	76.8699	58.3979	79.8023	68.1938	69.7947
PTEN	7.40242	6.64343	18.3242	17.7157	11.0176	6.61029	10.8119	8.39803
PTENP1	0.11943	0.062332	0.115168	0.098381	0.107412	0.0311796	0.0363364	0.129915
PTER	9.11663	8.04307	6.94037	6.21253	7.29511	6.12476	6.00237	6.39201
PTF1A	0	0	0	0	0.0398275	0	0	0.0433546
PTGDR	0	0	0	0	0	0	0	0
PTGDR2	0.149328	0.142884	0.205919	0.287536	0.21339	0.171535	0.0666351	0.0893414
PTGDS	0.68521	1.37684	1.7444	1.47462	0.828525	1.44304	1.07017	1.88579
PTGER1	0.134244	0.0963375	0.0355995	0.45616	0.295129	0.128506	0.411839	0.240949
PTGER2	0	0	0.0188803	0	0	0	0.0198564	0
PTGER3	0	0	0	0	0.00584658	0	0	0
PTGER4	0.0251263	0.0480838	0.093284	0.0853791	0.165717	0.0360786	0.154167	0.135295
PTGER4P2-CDK2AP2P2	0.0345573	0	0.0244377	0.0391419	0.0126622	0.0220536	0.0385515	0.027567
PTGES	12.7141	14.9917	17.1918	15.3027	18.352	14.1623	24.3271	25.6938
PTGES2	36.4769	51.3435	44.4283	47.4296	28.9512	43.662	32.4019	39.5929
PTGES3	222.07	232.825	213.315	200.425	173.986	172.248	185.307	212.784
PTGES3L	0.405381	0.279906	0.621229	0.211453	0.618939	0.495854	0.324848	0.66648
PTGES3L-AARSD1	8.33597e-05	0.142625	1.43075e-09	0.251846	1.04593e-06	5.02185e-05	0.0887417	0.00020543
PTGFR	0	0	0	0	0	0	0	0
PTGFRN	32.0466	32.8603	33.5564	33.736	32.2651	36.1259	32.391	29.4667
PTGIR	0	0	0	0.0488249	0	0	0.0240442	0
PTGIS	0.499284	0.392171	0.418947	0.641487	0.27851	0.463678	0.266026	0.321008
PTGR1	16.8667	16.3282	19.8091	19.3038	17.7251	21.9925	21.6071	24.9438
PTGR2	3.38727	3.12226	3.40095	2.9564	3.69575	3.21133	3.50814	3.20974
PTGS1	0.239528	0.296035	0.34789	0.449719	0.402674	0.350666	0.53755	0.705178
PTGS2	0.234779	0.323491	0.219156	0.159556	0.350984	0.152826	0.188579	0.258457
PTH	0	0	0	0	0	0	0	0
PTH1R	0.340708	0.58681	0.698718	0.463091	0.599229	0.500094	0.532124	0.597939
PTH2	0	0	0	0	0	0	0	0
PTH2R	0.0322158	0.0308254	0.273411	0.164219	0	0.0462602	0.0179718	0.019272
PTHLH	0.0739035	0.0353177	0.19188	0.0836578	0.160999	0.0706889	0.243434	0.129728
PTK2	31.3653	27.8281	27.9128	24.5251	28.5022	25.4585	28.632	27.6327
PTK2B	0.428004	0.614841	0.633729	0.716346	0.990537	0.728045	0.769541	0.702068
PTK6	0.110473	0.070469	0.0976525	0.187695	0.242874	0.158629	0.225946	0.198286
PTK7	31.6878	34.3788	34.4081	37.5481	37.8363	41.2568	39.7163	33.6355
PTMA	1019.68	1515.75	1115.29	1276.52	635.959	1047.25	742.336	871.638
PTMS	210.884	396.462	325.617	396.529	247.513	390.443	340.076	362.482
PTN	0	0	0	0	0	0	0	0
PTOV1	64.6846	83.5266	104.267	105.668	64.91	93.7019	78.9859	85.1258
PTOV1-AS1	0.125144	0.119743	0.0884973	0.0944976	0.0458541	0.0598978	0.0930723	0.0998298
PTP4A1	87.6088	90.5233	64.5796	61.6867	62.7412	59.7802	54.6438	61.2574
PTP4A2	81.4327	89.8001	76.1534	77.0697	78.7134	77.2619	78.6385	87.4828
PTP4A3	38.3971	55.1185	41.8698	43.1532	30.1642	47.334	36.3196	37.5626
PTPDC1	3.90354	2.57464	2.89252	2.73958	3.63685	3.37568	3.04663	2.46954
PTPLA	11.6138	13.9528	11.3746	11.2633	6.52585	10.2649	6.95407	9.01292
PTPLAD1	83.6227	80.271	86.293	75.3531	70.9128	71.5962	68.0693	74.877
PTPLAD2	0.505531	0.580456	0.643487	1.10702	0.629788	0.742019	0.902338	0.84687
PTPLB	14.6941	11.3837	9.03318	8.74729	15.3262	8.43165	12.0615	7.7923
PTPMT1	18.7983	22.1982	20.8013	20.9985	17.7379	22.3748	19.4888	27.025
PTPN1	85.29	100.386	102.798	110.752	89.4336	95.0661	91.169	82.6723
PTPN11	49.9956	39.6303	38.2218	36.6773	50.1864	41.3635	44.3525	31.4026
PTPN12	37.93	37.2494	45.0947	47.2805	34.2174	32.3325	33.2006	25.5887
PTPN13	7.65592	5.55828	5.44064	4.77836	8.16917	6.33655	7.4852	5.14314
PTPN14	8.08419	4.5826	4.93874	4.30883	8.27998	5.97159	6.15441	3.84831
PTPN18	8.46184	10.8837	9.10114	9.77911	13.4852	14.002	16.5281	16.6874
PTPN2	9.96173	10.5303	12.3878	13.1683	10.3675	11.7239	9.80224	11.7946
PTPN20A	5.47316e-05	2.44005e-05	1.73595e-05	2.70854e-14	4.50119e-05	8.94385e-05	0	0.000112079
PTPN20B	0.0551811	0.114838	0.105118	0.0514868	0.0386398	0.1534	0	0.0478496
PTPN21	1.64582	1.51077	1.88773	1.97025	1.52232	1.47941	1.33598	0.992681
PTPN22	0.117111	0.134468	0.065255	0.0951906	0.296083	0.235572	0.261709	0.196185
PTPN23	33.3718	35.0448	33.7029	34.9879	31.1481	34.7479	30.7328	22.9978
PTPN3	1.55347	1.45901	1.24052	1.26873	1.97875	1.67847	1.79023	1.63923
PTPN4	1.24639	1.02076	0.83441	0.720112	1.63856	0.931803	1.32233	1.16905
PTPN5	0	0.0136255	0.0151051	0	0.0313145	0	0.015886	0
PTPN6	0.373289	0.357179	1.74568	1.52684	0.414548	0.322971	0.508977	0.439974
PTPN7	0	0.0142025	0	0	0	0	0	0
PTPN9	28.598	29.1199	24.9415	24.8718	24.1732	28.6779	25.7974	25.5131
PTPRA	56.7195	67.8335	82.264	88.1653	71.4658	73.5617	76.6153	75.8167
PTPRB	0.253404	0.293899	0.179197	0.134838	0.350297	0.231571	0.284891	0.248094
PTPRC	0.0169783	0.0487384	0.0270149	0.0480784	0.00933112	0.0162527	0.0378823	0
PTPRCAP	0.530486	0.620391	0.562711	0.801152	0.583127	1.07205	0.920579	0.846358
PTPRD	0.0162155	0.0271504	0.0424994	0.018365	0.0550447	0.0287397	0.0407037	0.0339529
PTPRE	0.384369	0.319553	0.331392	0.276537	0.423971	0.178773	0.433997	0.441986
PTPRF	19.3138	17.0724	19.4149	15.5075	13.5542	16.2646	12.8475	9.54255
PTPRG	10.0762	7.40861	6.6446	7.32126	10.9526	8.74371	8.84649	5.15874
PTPRG-AS1	1.5168	0.756884	1.29461	1.10134	1.63058	0.986309	1.42182	1.54689
PTPRH	3.6805	3.39736	5.04085	5.02706	4.87865	4.38326	5.07198	4.57245
PTPRJ	27.9708	23.4516	26.3092	24.8444	25.62	23.3581	23.8394	18.7444
PTPRK	7.18512	5.78262	6.91817	6.2567	7.90563	6.45266	7.14616	5.18635
PTPRM	20.626	19.5144	15.9255	15.8586	19.071	18.9264	17.4363	14.2224
PTPRN	0.428031	0.746354	0.510937	1.0409	1.80135	0.929357	2.27965	1.9591
PTPRN2	0.0884207	0.0764417	0.16949	0.100535	0.135522	0.203941	0.167012	0.127461
PTPRO	0.0726184	0.0505329	0.100852	0.12712	0.0943389	0.0315951	0.0368206	0.110593
PTPRQ	0	0	0	0	0	0	0	0
PTPRR	0.249781	0.175267	0.158971	0.16975	0.256263	0.207225	0.557306	0.418437
PTPRS	44.1464	36.7483	39.4901	34.2814	42.5897	39.8487	39.2451	29.3179
PTPRT	0	0	0	0	0	0	0	0
PTPRU	5.59524	6.6976	4.52462	4.27524	5.32036	7.23885	5.59301	4.39176
PTPRVP	0	0	0	0.0117317	0.0227707	0	0.0115547	0.0247872
PTPRZ1	5.65267	4.81858	2.53067	2.2357	3.71359	4.03363	2.80021	2.59929
PTRF	22.1073	30.6609	26.9677	28.3966	26.3433	26.4305	30.1328	27.9446
PTRH1	10.2938	13.8938	15.2579	22.3924	13.7882	15.7271	13.9933	18.1906
PTRH2	76.8011	86.1822	76.4772	82.6167	46.0695	66.5298	47.1464	72.074
PTRHD1	47.4257	63.842	66.2124	74.9149	40.3766	53.5217	46.2939	77.7512
PTS	48.3572	40.8458	43.2968	44.9482	47.7342	44.9338	38.8945	70.4805
PTTG1	288.731	367.86	314.863	316.737	218.615	285.491	245.842	336.983
PTTG1IP	135.549	146.897	134.887	139.336	116.549	147.626	125.781	123.735
PTTG2	0	0.109947	0	0	0.126308	0	0	0
PTTG3P	0.314909	0.602637	0.111346	0.118896	0.230772	0.200967	0.117102	0
PTX3	1.63925	1.8598	0.621009	0.424393	1.95636	1.83819	1.67197	1.93347
PTX4	0	0.0320856	0.0355697	0	0	0.0320997	0.0374086	0
PUF60	143.554	184.36	167.619	182.089	110.016	165.225	129.722	155.065
PUM1	20.9598	16.2269	15.8794	14.8485	22.1412	17.0857	19.7752	15.0283
PUM2	16.7695	13.0295	12.8266	10.5961	15.0283	11.2363	12.92	11.6584
PURA	7.23442	7.32316	6.42425	6.17027	8.0479	5.04823	6.56231	5.72373
PURB	14.9333	10.1791	10.6068	9.30912	14.4529	9.55464	11.6504	8.76639
PURG	0.107469	0.0442194	0.122554	0	0.177986	0.0663587	0.103111	0.0276495
PUS1	25.9798	30.1312	23.8864	29.4763	19.5314	29.4933	20.9395	22.2821
PUS10	0.89452	0.920109	0.676061	0.645911	1.13078	0.556588	1.30976	0.963327
PUS3	15.1319	18.9273	22.3225	23.2972	14.2174	15.7075	12.5634	16.7929
PUS7	21.4166	18.3606	15.0144	13.9273	13.7733	14.5512	12.7836	14.3303
PUS7L	3.81818	2.33016	2.49055	1.60432	3.96291	2.01868	2.86537	2.69137
PUSL1	40.9047	57.3085	40.8717	46.5106	30.7441	46.3137	35.5704	47.5729
PVALB	0	0	0	0	0	0	0	0
PVR	24.9403	26.2382	30.1824	31.1211	25.6804	29.9231	25.6365	22.4267
PVRIG	0.0895759	0.0857101	0.0316724	0.0338199	0.164108	0	0.0666195	0
PVRL1	13.8301	16.278	12.6612	12.1766	15.0563	17.9206	15.1322	12.511
PVRL2	35.6306	45.3391	72.0905	72.9394	41.04	50.3876	50.6956	50.2735
PVRL3	5.70683	5.00922	4.98895	4.33177	7.91723	5.15712	6.8979	4.99323
PVRL3-AS1	0.0444792	0	0.0471811	0	0	0.0851565	0	0
PVRL4	0	0.0117052	0.0259526	0	0.0134471	0.0234207	0.0272943	0
PVT1	4.89978	3.80275	3.32057	4.74818	2.60323	4.09105	2.49012	2.63834
PWP1	78.7567	83.186	78.13	74.6912	55.692	69.0925	57.785	64.7227
PWP2	22.1389	22.2452	19.9668	19.8992	14.7961	20.0041	14.4562	15.0158
PWRN1	0	0	0	0	0	0	0	0
PWRN2	0	0	0	0	0	0	0	0
PWWP2A	8.97125	8.84203	7.43838	6.72591	9.75232	7.87911	7.51699	6.82772
PWWP2B	9.04244	13.6285	12.5564	17.3836	7.57641	14.9838	10.0896	9.97381
PXDC1	39.639	56.4637	59.8941	70.7382	41.1318	56.7613	46.3111	48.723
PXDN	18.2992	16.8003	17.9866	16.254	19.7477	18.4128	19.2553	14.5031
PXDNL	0.00874725	0.00836975	0.0556716	0.0594463	0.00961525	0	0.0390331	0.0209335
PXK	9.90557	8.15753	10.6253	10.5642	9.46933	11.6344	10.529	9.05607
PXMP2	8.83949	8.61561	8.91054	10.5097	8.87172	11.2998	8.88118	12.9422
PXMP4	2.87467	3.10353	3.45197	3.31664	4.23896	4.17273	4.25709	4.74369
PXN	56.403	52.9009	45.7584	45.3801	53.3672	51.7272	50.8115	43.9868
PXN-AS1	3.5151	4.15058	4.91862	6.69221	4.11054	3.57965	3.92139	5.63796
PXT1	0	0	0	0.0241397	0.0937086	0	0	0
PYCARD	49.7048	82.7087	75.8652	104.529	33.7333	77.374	47.1332	66.7027
